"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648649,4022675,832866,1121854
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251417,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90330,0,7732,1632,110487
"06","Buenos Aires","Moderna 010 mg mL",0,49126,27432,0,160604
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426853,1263781,3185,4545977
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,28255
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374193,1452233,77612,5405699
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,195627
"06","Buenos Aires","Pfizer Pediátrica",0,20642,10722,141149,1950
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5956519,5269916,1662,12345
"06","Buenos Aires","Sputnik Light",233,0,583,0,3268
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315832,2693178,6256,859729
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728388,763032,204550,506930
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65727,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51050
"02","CABA","Moderna 010 mg mL",0,15228,8333,0,60869
"02","CABA","Moderna ARNm 020 mg mL",0,36633,279991,1489,2064163
"02","CABA","Moderna Bivariante BA 4 5",0,0,1,0,1211
"02","CABA","Pfizer BioNTech Comirnaty",0,193584,220447,62872,1286079
"02","CABA","Pfizer Bivariante BA 4 5",0,0,1,0,157719
"02","CABA","Pfizer Pediátrica",0,2886,2051,1671,89215
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019322,968064,1664,5425
"02","CABA","Sputnik Light",110,0,195,0,57
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896671,627498,231,14079
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86669,86599,18029,59903
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2585,0,1048,328,48532
"10","Catamarca","Moderna 010 mg mL",0,5480,2685,0,12301
"10","Catamarca","Moderna ARNm 020 mg mL",0,7721,24264,403,140152
"10","Catamarca","Moderna Bivariante BA 4 5",0,57,12,0,2692
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33581,30808,863,96170
"10","Catamarca","Pfizer Bivariante BA 4 5",0,0,2,0,7286
"10","Catamarca","Pfizer Pediátrica",0,43,80,51,15400
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171485,157525,43,643
"10","Catamarca","Sputnik Light",2,0,1,0,288
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96759,73682,1649,29363
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240506,220573,29269,92528
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15550,789,0,0
"22","Chaco","Cansino Ad5 nCoV",11405,0,821,212,21309
"22","Chaco","Moderna 010 mg mL",0,4568,2268,0,15362
"22","Chaco","Moderna ARNm 020 mg mL",0,31713,70257,1400,173107
"22","Chaco","Moderna Bivariante BA 4 5",0,0,3,0,2986
"22","Chaco","Pfizer BioNTech Comirnaty",0,69404,58668,7795,162873
"22","Chaco","Pfizer Bivariante BA 4 5",0,3,7,0,13993
"22","Chaco","Pfizer Pediátrica",0,807,332,251,4175
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,392818,314075,445,3623
"22","Chaco","Sputnik Light",32,0,53,0,289
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258362,182085,4471,54776
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132916,128775,20527,45928
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11936,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3585,0,366,52,5772
"26","Chubut","Moderna 010 mg mL",0,631,422,0,3606
"26","Chubut","Moderna ARNm 020 mg mL",0,21126,34136,1220,89878
"26","Chubut","Moderna Bivariante BA 4 5",0,0,2,0,3367
"26","Chubut","Pfizer BioNTech Comirnaty",0,33469,40122,4516,146941
"26","Chubut","Pfizer Bivariante BA 4 5",0,1,3,0,10306
"26","Chubut","Pfizer Pediátrica",0,481,230,28,2686
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173423,142320,174,1005
"26","Chubut","Sputnik Light",30,0,35,0,97
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136829,100190,905,15190
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194148,186025,17688,161354
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19893,493,0,0
"18","Corrientes","Cansino Ad5 nCoV",11269,0,288,71,40834
"18","Corrientes","Moderna 010 mg mL",0,10637,4190,0,24656
"18","Corrientes","Moderna ARNm 020 mg mL",0,28286,63283,393,323583
"18","Corrientes","Moderna Bivariante BA 4 5",0,0,1,0,4018
