"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648649,4022674,832866,1121854
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251417,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90330,0,7732,1632,110487
"06","Buenos Aires","Moderna 010 mg mL",0,49058,27303,0,160205
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426851,1263772,3185,4545760
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,24999
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374190,1452225,77612,5405572
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,193631
"06","Buenos Aires","Pfizer Pediátrica",0,20642,10722,141147,1943
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5956484,5269835,1662,12330
"06","Buenos Aires","Sputnik Light",228,0,554,0,3034
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315831,2693178,6256,859729
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728388,763034,204550,506930
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65728,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51050
"02","CABA","Moderna 010 mg mL",0,15203,8283,0,60824
"02","CABA","Moderna ARNm 020 mg mL",0,36631,279989,1489,2064144
"02","CABA","Moderna Bivariante BA 4 5",0,0,1,0,1073
"02","CABA","Pfizer BioNTech Comirnaty",0,193582,220447,62873,1286076
"02","CABA","Pfizer Bivariante BA 4 5",0,0,1,0,154481
"02","CABA","Pfizer Pediátrica",0,2885,2049,1670,89184
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019313,968041,1664,5423
"02","CABA","Sputnik Light",106,0,191,0,55
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896672,627498,231,14079
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86669,86598,18029,59901
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2585,0,1048,328,48532
"10","Catamarca","Moderna 010 mg mL",0,5479,2684,0,12300
"10","Catamarca","Moderna ARNm 020 mg mL",0,7721,24264,403,140075
"10","Catamarca","Moderna Bivariante BA 4 5",0,57,12,0,2622
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33581,30806,863,96169
"10","Catamarca","Pfizer Bivariante BA 4 5",0,0,2,0,7174
"10","Catamarca","Pfizer Pediátrica",0,43,80,51,15362
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171483,157523,43,643
"10","Catamarca","Sputnik Light",2,0,1,0,287
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96759,73682,1649,29362
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240505,220570,29269,92526
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15550,789,0,0
"22","Chaco","Cansino Ad5 nCoV",11405,0,821,212,21309
"22","Chaco","Moderna 010 mg mL",0,4556,2261,0,15318
"22","Chaco","Moderna ARNm 020 mg mL",0,31713,70254,1400,173052
"22","Chaco","Moderna Bivariante BA 4 5",0,0,3,0,2892
"22","Chaco","Pfizer BioNTech Comirnaty",0,69405,58667,7795,162860
"22","Chaco","Pfizer Bivariante BA 4 5",0,3,7,0,13514
"22","Chaco","Pfizer Pediátrica",0,807,332,251,4175
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,392812,314049,445,3622
"22","Chaco","Sputnik Light",32,0,51,0,283
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258362,182087,4471,54776
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132916,128775,20527,45928
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11936,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3585,0,366,52,5772
"26","Chubut","Moderna 010 mg mL",0,629,420,0,3597
"26","Chubut","Moderna ARNm 020 mg mL",0,21127,34135,1220,89877
"26","Chubut","Moderna Bivariante BA 4 5",0,0,1,0,3215
"26","Chubut","Pfizer BioNTech Comirnaty",0,33469,40122,4516,146939
"26","Chubut","Pfizer Bivariante BA 4 5",0,1,3,0,10007
"26","Chubut","Pfizer Pediátrica",0,479,230,28,2684
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173423,142317,174,1003
"26","Chubut","Sputnik Light",27,0,33,0,95
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136829,100189,905,15190
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194148,186025,17688,161354
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19893,493,0,0
"18","Corrientes","Cansino Ad5 nCoV",11269,0,288,71,40834
