"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648664,4022687,832866,1121866
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251418,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90333,0,7732,1632,110492
"06","Buenos Aires","Moderna 010 mg mL",0,52328,31647,0,181379
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426919,1263906,3185,4551252
"06","Buenos Aires","Moderna Bivariante BA 4 5",265,12,9,0,254690
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374310,1452442,77612,5407872
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,242016
"06","Buenos Aires","Pfizer Pediátrica",0,20650,10745,141169,2065
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5957404,5271830,1662,12837
"06","Buenos Aires","Sputnik Light",414,0,1044,0,7713
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315842,2693192,6256,859741
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728400,763051,204535,506986
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65740,198,0,0
"02","CABA","Cansino Ad5 nCoV",29925,0,1673,44,51054
"02","CABA","Moderna 010 mg mL",0,16545,9684,0,64364
"02","CABA","Moderna ARNm 020 mg mL",0,36688,280079,1489,2065619
"02","CABA","Moderna Bivariante BA 4 5",1974,1226,1229,0,109038
"02","CABA","Pfizer BioNTech Comirnaty",0,193601,220497,62865,1286555
"02","CABA","Pfizer Bivariante BA 4 5",0,0,2,0,229795
"02","CABA","Pfizer Pediátrica",0,2891,2057,1678,89476
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019516,968476,1664,5458
"02","CABA","Sputnik Light",174,0,233,0,78
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896683,627510,231,14085
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86673,86608,18029,59947
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4822,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2587,0,1050,328,48695
"10","Catamarca","Moderna 010 mg mL",0,5659,2898,0,13073
"10","Catamarca","Moderna ARNm 020 mg mL",0,7725,24270,403,141419
"10","Catamarca","Moderna Bivariante BA 4 5",89,252,190,0,11949
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33596,30815,863,97335
"10","Catamarca","Pfizer Bivariante BA 4 5",0,1,5,0,15192
"10","Catamarca","Pfizer Pediátrica",0,47,91,52,15652
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171534,157640,43,667
"10","Catamarca","Sputnik Light",5,0,3,0,294
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96760,73693,1649,29528
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240529,220662,29269,92662
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15552,791,0,0
"22","Chaco","Cansino Ad5 nCoV",11410,0,823,212,21366
"22","Chaco","Moderna 010 mg mL",0,4755,2474,0,17310
"22","Chaco","Moderna ARNm 020 mg mL",0,31722,70296,1400,174089
"22","Chaco","Moderna Bivariante BA 4 5",316,301,187,0,19535
"22","Chaco","Pfizer BioNTech Comirnaty",0,69527,58818,7795,163883
"22","Chaco","Pfizer Bivariante BA 4 5",0,6,23,0,17906
"22","Chaco","Pfizer Pediátrica",0,811,336,252,4202
