"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648628,4022651,832866,1121836
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251416,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90329,0,7732,1632,110487
"06","Buenos Aires","Moderna 010 mg mL",0,48375,26325,0,156488
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426788,1263714,3185,4544348
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,3662
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374071,1451994,77612,5404268
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,154721
"06","Buenos Aires","Pfizer Pediátrica",0,20627,10681,141085,1541
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5955932,5268791,1662,12056
"06","Buenos Aires","Sputnik Light",106,0,245,0,851
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315830,2693174,6256,859720
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728373,763018,204552,506916
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65727,197,0,0
"02","CABA","Cansino Ad5 nCoV",29925,0,1673,44,51047
"02","CABA","Moderna 010 mg mL",0,14872,7802,0,60433
"02","CABA","Moderna ARNm 020 mg mL",0,36545,279894,1489,2063780
"02","CABA","Moderna Bivariante BA 4 5",0,0,0,0,351
"02","CABA","Pfizer BioNTech Comirnaty",0,193584,220444,62873,1286004
"02","CABA","Pfizer Bivariante BA 4 5",0,0,1,0,121729
"02","CABA","Pfizer Pediátrica",0,2882,2036,1655,88941
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019169,967810,1664,5377
"02","CABA","Sputnik Light",37,0,82,0,18
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896672,627497,231,14075
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86668,86597,18029,59877
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2583,0,1042,328,48377
"10","Catamarca","Moderna 010 mg mL",0,5424,2603,0,11961
"10","Catamarca","Moderna ARNm 020 mg mL",0,7721,24260,403,139263
"10","Catamarca","Moderna Bivariante BA 4 5",0,57,12,0,923
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33578,30796,863,95129
"10","Catamarca","Pfizer Bivariante BA 4 5",0,0,1,0,5352
"10","Catamarca","Pfizer Pediátrica",0,43,76,50,15197
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171439,157457,43,626
"10","Catamarca","Sputnik Light",2,0,1,0,271
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96760,73679,1649,29136
