"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648656,4022680,832866,1121865
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251418,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90331,0,7732,1632,110491
"06","Buenos Aires","Moderna 010 mg mL",0,51344,30480,0,174538
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426908,1263871,3185,4549809
"06","Buenos Aires","Moderna Bivariante BA 4 5",6,0,0,0,103637
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374286,1452415,77612,5407706
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,240287
"06","Buenos Aires","Pfizer Pediátrica",0,20647,10741,141168,2061
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5957380,5271778,1662,12805
"06","Buenos Aires","Sputnik Light",408,0,1037,0,7705
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315839,2693187,6256,859741
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728396,763041,204545,506956
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65730,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51053
"02","CABA","Moderna 010 mg mL",0,16316,9467,0,62755
"02","CABA","Moderna ARNm 020 mg mL",0,36674,280052,1489,2064490
"02","CABA","Moderna Bivariante BA 4 5",1,514,262,0,42366
"02","CABA","Pfizer BioNTech Comirnaty",0,193592,220470,62869,1286234
"02","CABA","Pfizer Bivariante BA 4 5",0,0,2,0,198548
"02","CABA","Pfizer Pediátrica",0,2890,2055,1677,89390
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019491,968427,1664,5454
"02","CABA","Sputnik Light",166,0,230,0,76
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896678,627505,231,14081
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86672,86600,18029,59939
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4822,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2587,0,1050,328,48681
"10","Catamarca","Moderna 010 mg mL",0,5646,2894,0,13046
"10","Catamarca","Moderna ARNm 020 mg mL",0,7724,24267,403,141312
"10","Catamarca","Moderna Bivariante BA 4 5",4,78,19,0,6371
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33583,30810,863,97297
"10","Catamarca","Pfizer Bivariante BA 4 5",0,1,4,0,13594
"10","Catamarca","Pfizer Pediátrica",0,46,91,52,15578
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171524,157620,43,667
"10","Catamarca","Sputnik Light",5,0,3,0,294
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96759,73690,1649,29523
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240525,220656,29269,92649
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15551,790,0,0
"22","Chaco","Cansino Ad5 nCoV",11407,0,822,212,21358
"22","Chaco","Moderna 010 mg mL",0,4737,2470,0,17171
"22","Chaco","Moderna ARNm 020 mg mL",0,31720,70291,1400,173915
"22","Chaco","Moderna Bivariante BA 4 5",11,33,29,0,7804
"22","Chaco","Pfizer BioNTech Comirnaty",0,69499,58799,7795,163819
"22","Chaco","Pfizer Bivariante BA 4 5",0,6,21,0,17570
"22","Chaco","Pfizer Pediátrica",0,808,333,251,4196
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,393426,314687,445,3733
"22","Chaco","Sputnik Light",51,0,81,0,588
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258374,182122,4471,54825
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132919,128781,20527,45932
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11936,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3587,0,366,52,5777
"26","Chubut","Moderna 010 mg mL",0,697,500,0,3785
"26","Chubut","Moderna ARNm 020 mg mL",0,21136,34150,1220,89942
"26","Chubut","Moderna Bivariante BA 4 5",1,9,6,0,8876
"26","Chubut","Pfizer BioNTech Comirnaty",0,33498,40166,4516,146981
"26","Chubut","Pfizer Bivariante BA 4 5",0,1,4,0,11483
"26","Chubut","Pfizer Pediátrica",0,483,230,28,2713
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173443,142383,174,1027
"26","Chubut","Sputnik Light",51,0,46,0,106
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136833,100195,905,15190
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194329,186152,17688,161669
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19895,493,0,0
"18","Corrientes","Cansino Ad5 nCoV",11273,0,288,71,40835
"18","Corrientes","Moderna 010 mg mL",0,10847,4365,0,25190
"18","Corrientes","Moderna ARNm 020 mg mL",0,28290,63291,393,324126
"18","Corrientes","Moderna Bivariante BA 4 5",5,3,1,0,8393
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83465,81675,1794,275240
"18","Corrientes","Pfizer Bivariante BA 4 5",0,1,3,0,25140
"18","Corrientes","Pfizer Pediátrica",0,390,261,262,42853
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,430270,370642,66,2559
"18","Corrientes","Sputnik Light",0,0,0,0,11
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268528,195269,16,48889
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809360,825110,183918,658774
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44130,129,0,0
"14","Córdoba","Cansino Ad5 nCoV",38410,0,5735,33,11375
"14","Córdoba","Moderna 010 mg mL",0,8289,4986,0,59029
"14","Córdoba","Moderna ARNm 020 mg mL",0,50359,269014,37,927604
"14","Córdoba","Moderna Bivariante BA 4 5",0,0,0,0,12902
"14","Córdoba","Pfizer BioNTech Comirnaty",0,284156,259055,16564,728103
"14","Córdoba","Pfizer Bivariante BA 4 5",0,0,0,0,52406
"14","Córdoba","Pfizer Pediátrica",0,1771,1109,179,24684
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1256892,1145038,512,9213
"14","Córdoba","Sputnik Light",37,0,8,0,17
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,940038,627739,4081,98751
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,292127,287610,72090,179395
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17390,375,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14040,0,502,14,5347
"30","Entre Ríos","Moderna 010 mg mL",0,2897,1495,0,11572
"30","Entre Ríos","Moderna ARNm 020 mg mL",0,24213,86771,215,289360
"30","Entre Ríos","Moderna Bivariante BA 4 5",0,5,1,0,49
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,98132,86543,7672,258216
"30","Entre Ríos","Pfizer Bivariante BA 4 5",0,3,7,0,13500
"30","Entre Ríos","Pfizer Pediátrica",0,256,139,51,14669
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,484602,430962,303,1634
"30","Entre Ríos","Sputnik Light",16,0,45,0,802
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325211,233681,3780,87227
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129564,156272,231065,77281
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7392,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7298,0,3,13,4798
"34","Formosa","Moderna 010 mg mL",0,5062,2063,0,20726
"34","Formosa","Moderna ARNm 020 mg mL",0,40757,9697,155,175133
"34","Formosa","Moderna Bivariante BA 4 5",0,57,79,0,11027
"34","Formosa","Pfizer BioNTech Comirnaty",0,26585,56191,21470,86678
"34","Formosa","Pfizer Bivariante BA 4 5",0,1,0,0,21755
"34","Formosa","Pfizer Pediátrica",0,30,88,117,11473
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,235928,211571,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138035,89211,2986,10079
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165485,159580,31956,52862
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14039,295,0,0
"38","Jujuy","Cansino Ad5 nCoV",1729,0,1692,36,32606
"38","Jujuy","Moderna 010 mg mL",0,3324,1696,0,14054
"38","Jujuy","Moderna ARNm 020 mg mL",0,26971,43219,1542,201341
"38","Jujuy","Moderna Bivariante BA 4 5",19,25,20,0,17225
"38","Jujuy","Pfizer BioNTech Comirnaty",0,58152,72309,14713,159656
"38","Jujuy","Pfizer Bivariante BA 4 5",0,9,16,0,31127
"38","Jujuy","Pfizer Pediátrica",0,2585,962,183,14901
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,279833,221053,439,1631
"38","Jujuy","Sputnik Light",30,0,157,0,1212
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154373,125531,12803,38928
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69665,76783,37248,46117
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4602,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2908,0,0,0,3251
"42","La Pampa","Moderna 010 mg mL",0,701,363,0,3147
"42","La Pampa","Moderna ARNm 020 mg mL",0,6374,26207,0,126030
"42","La Pampa","Moderna Bivariante BA 4 5",0,0,0,0,1625
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27757,27447,4685,142690
"42","La Pampa","Pfizer Bivariante BA 4 5",0,0,1,0,7067
"42","La Pampa","Pfizer Pediátrica",0,199,113,0,5916
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,136154,131064,0,10
"42","La Pampa","Sputnik Light",14,0,0,0,202
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",0,89681,62256,330,20220
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",0,78780,79596,21299,30541
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",0,7272,126,0,0
