"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648494,4022510,832867,1121734
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251406,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90315,0,7732,1530,110371
"06","Buenos Aires","Moderna 010 mg mL",0,45526,22388,0,131136
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426218,1262891,3185,4521279
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1373304,1450733,77612,5393664
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,64419
"06","Buenos Aires","Pfizer Pediátrica",0,20476,10383,140084,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5954710,5266058,1662,11063
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315748,2693095,6256,859090
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728359,762991,204555,506881
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65727,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51041
"02","CABA","Moderna 010 mg mL",0,13992,6761,0,55938
"02","CABA","Moderna ARNm 020 mg mL",0,36420,279744,1489,2062585
"02","CABA","Pfizer BioNTech Comirnaty",0,193552,220392,62876,1285499
"02","CABA","Pfizer Bivariante BA 4 5",0,0,0,0,82890
"02","CABA","Pfizer Pediátrica",0,2845,2007,1614,87983
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018957,967427,1664,5371
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896669,627490,231,14068
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86668,86591,18029,59386
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2582,0,1036,328,47925
"10","Catamarca","Moderna 010 mg mL",0,5127,2282,0,8913
"10","Catamarca","Moderna ARNm 020 mg mL",0,7718,24250,403,138545
