"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648628,4022651,832866,1121838
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251416,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90329,0,7732,1632,110487
"06","Buenos Aires","Moderna 010 mg mL",0,48420,26363,0,156805
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426798,1263721,3185,4544495
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,4217
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374090,1452014,77612,5404389
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,157951
"06","Buenos Aires","Pfizer Pediátrica",0,20628,10685,141091,1584
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5955964,5268856,1662,12075
"06","Buenos Aires","Sputnik Light",121,0,265,0,972
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315830,2693175,6256,859721
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728372,763017,204551,506916
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65727,197,0,0
"02","CABA","Cansino Ad5 nCoV",29925,0,1673,44,51047
"02","CABA","Moderna 010 mg mL",0,14901,7856,0,60468
"02","CABA","Moderna ARNm 020 mg mL",0,36558,279907,1489,2063811
"02","CABA","Moderna Bivariante BA 4 5",0,0,0,0,377
"02","CABA","Pfizer BioNTech Comirnaty",0,193583,220443,62873,1286007
"02","CABA","Pfizer Bivariante BA 4 5",0,0,1,0,124117
"02","CABA","Pfizer Pediátrica",0,2882,2037,1660,88987
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019182,967831,1664,5409
"02","CABA","Sputnik Light",41,0,94,0,23
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896669,627496,231,14075
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86668,86598,18029,59877
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2583,0,1042,328,48379
"10","Catamarca","Moderna 010 mg mL",0,5428,2608,0,11975
"10","Catamarca","Moderna ARNm 020 mg mL",0,7721,24261,403,139304
