"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648648,4022673,832866,1121854
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251417,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90330,0,7732,1632,110487
"06","Buenos Aires","Moderna 010 mg mL",0,48995,27204,0,159874
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426851,1263770,3185,4545620
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,22140
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374186,1452215,77612,5405532
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,192073
"06","Buenos Aires","Pfizer Pediátrica",0,20640,10722,141149,1941
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5956459,5269760,1662,12318
"06","Buenos Aires","Sputnik Light",222,0,531,0,2858
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315831,2693178,6256,859728
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728389,763035,204550,506929
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65728,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51050
"02","CABA","Moderna 010 mg mL",0,15182,8260,0,60801
"02","CABA","Moderna ARNm 020 mg mL",0,36630,279988,1489,2064126
"02","CABA","Moderna Bivariante BA 4 5",0,0,1,0,982
"02","CABA","Pfizer BioNTech Comirnaty",0,193582,220446,62873,1286077
"02","CABA","Pfizer Bivariante BA 4 5",0,0,1,0,152652
"02","CABA","Pfizer Pediátrica",0,2885,2048,1670,89179
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019289,968020,1664,5422
"02","CABA","Sputnik Light",104,0,183,0,54
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896672,627498,231,14079
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86669,86598,18029,59901
