"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648509,4022530,832867,1121802
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251406,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90315,0,7732,1533,110371
"06","Buenos Aires","Moderna 010 mg mL",0,46111,23055,0,133766
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426253,1263123,3185,4530807
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1373331,1450823,77612,5396012
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,70791
"06","Buenos Aires","Pfizer Pediátrica",0,20484,10414,140258,92
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5954723,5266361,1662,11617
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315748,2693103,6256,859514
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728357,762993,204554,506882
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65727,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51041
"02","CABA","Moderna 010 mg mL",0,14134,6899,0,56533
"02","CABA","Moderna ARNm 020 mg mL",0,36420,279745,1489,2062620
"02","CABA","Pfizer BioNTech Comirnaty",0,193562,220412,62875,1285610
"02","CABA","Pfizer Bivariante BA 4 5",0,0,0,0,87362
"02","CABA","Pfizer Pediátrica",0,2845,2007,1620,88163
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018960,967440,1664,5371
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896667,627489,231,14068
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86668,86591,18029,59386
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2582,0,1036,328,47925
"10","Catamarca","Moderna 010 mg mL",0,5142,2310,0,9032
"10","Catamarca","Moderna ARNm 020 mg mL",0,7718,24252,403,138562
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33574,30771,863,94078
"10","Catamarca","Pfizer Bivariante BA 4 5",0,0,0,0,2686
"10","Catamarca","Pfizer Pediátrica",0,41,66,45,14691
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171327,157201,43,605
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96760,73675,1649,29047
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240470,220489,29269,92362
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15550,789,0,0
"22","Chaco","Cansino Ad5 nCoV",11375,0,821,212,21206
"22","Chaco","Moderna 010 mg mL",0,3964,1724,0,12041
"22","Chaco","Moderna ARNm 020 mg mL",0,31631,70088,1400,169754
"22","Chaco","Pfizer BioNTech Comirnaty",0,69222,58425,7795,161458
"22","Chaco","Pfizer Bivariante BA 4 5",0,0,0,0,4654
"22","Chaco","Pfizer Pediátrica",0,798,322,248,3973
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,392131,312882,445,3484
"22","Chaco","Sputnik Light",1,0,3,0,17
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258338,182033,4471,54712
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132911,128771,20527,45907
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11935,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3583,0,366,52,5772
"26","Chubut","Moderna 010 mg mL",0,553,301,0,2756
"26","Chubut","Moderna ARNm 020 mg mL",0,21078,34096,1220,89782
"26","Chubut","Pfizer BioNTech Comirnaty",0,33459,40109,4516,146827
"26","Chubut","Pfizer Bivariante BA 4 5",0,0,0,0,4154
"26","Chubut","Pfizer Pediátrica",0,474,222,28,2600
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173341,142156,174,948
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136822,100183,905,15187
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194137,185993,17688,161287
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19893,493,0,0
"18","Corrientes","Cansino Ad5 nCoV",11269,0,288,71,40819
"18","Corrientes","Moderna 010 mg mL",0,9895,3555,0,21127
"18","Corrientes","Moderna ARNm 020 mg mL",0,28275,63249,393,319613
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83328,81364,1794,273561
"18","Corrientes","Pfizer Bivariante BA 4 5",0,0,0,0,7432
"18","Corrientes","Pfizer Pediátrica",0,346,243,262,41922
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,428995,369834,66,2528
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268514,194846,16,48861
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809344,825066,183933,658719
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44128,129,0,0
"14","Córdoba","Cansino Ad5 nCoV",38380,0,5738,33,11372
"14","Córdoba","Moderna 010 mg mL",0,7311,3787,0,50075
"14","Córdoba","Moderna ARNm 020 mg mL",0,50251,268894,37,926362
"14","Córdoba","Pfizer BioNTech Comirnaty",0,283733,258355,16565,722798
"14","Córdoba","Pfizer Bivariante BA 4 5",0,0,0,0,14710
"14","Córdoba","Pfizer Pediátrica",0,1756,1091,178,24010
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1256107,1143361,513,9041
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,940040,627730,4079,98748
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,292118,287584,72090,179334
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17389,375,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14039,0,501,14,5340
"30","Entre Ríos","Moderna 010 mg mL",0,2647,1188,0,9645
"30","Entre Ríos","Moderna ARNm 020 mg mL",0,24192,86737,217,287747
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,98085,86451,7714,257597
"30","Entre Ríos","Pfizer Bivariante BA 4 5",0,0,0,0,750
"30","Entre Ríos","Pfizer Pediátrica",0,255,138,51,14611
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,484386,430580,304,1572
"30","Entre Ríos","Sputnik Light",1,0,0,0,0
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325196,233655,3780,87214
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129569,156265,231065,77244
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7392,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7296,0,3,13,4794
"34","Formosa","Moderna 010 mg mL",0,4498,1513,0,16724
"34","Formosa","Moderna ARNm 020 mg mL",0,40756,9695,155,175017
"34","Formosa","Pfizer BioNTech Comirnaty",0,26572,56177,21470,86338
"34","Formosa","Pfizer Bivariante BA 4 5",0,0,0,0,554
"34","Formosa","Pfizer Pediátrica",0,30,88,117,11471
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,235693,211257,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138033,89209,2986,10076
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165458,159518,31957,52798
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14045,295,0,0
"38","Jujuy","Cansino Ad5 nCoV",1725,0,1689,36,32564
"38","Jujuy","Moderna 010 mg mL",0,3136,1395,0,11824
"38","Jujuy","Moderna ARNm 020 mg mL",0,26955,43183,1542,200829
"38","Jujuy","Pfizer BioNTech Comirnaty",0,58124,72228,14713,159387
"38","Jujuy","Pfizer Bivariante BA 4 5",0,0,0,0,12662
"38","Jujuy","Pfizer Pediátrica",0,2572,921,179,14359
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,279294,220059,439,1483
"38","Jujuy","Sputnik Light",0,0,0,0,39
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154360,125519,12803,38899
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69661,76781,37248,46113
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4602,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2907,0,0,0,3250
"42","La Pampa","Moderna 010 mg mL",0,619,280,0,2772
"42","La Pampa","Moderna ARNm 020 mg mL",0,6367,26204,0,125951
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27756,27433,4685,142600
"42","La Pampa","Pfizer Bivariante BA 4 5",0,0,0,0,2469
"42","La Pampa","Pfizer Pediátrica",0,199,113,0,5907
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,136116,131022,0,8
"42","La Pampa","Sputnik Light",1,0,0,0,19
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",0,89679,62255,330,20219
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",0,78773,79583,21299,30527
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",0,7271,126,0,0
"46","La Rioja","Cansino Ad5 nCoV",3153,0,52,0,4426
"46","La Rioja","Moderna 010 mg mL",0,1438,578,0,4646
"46","La Rioja","Moderna ARNm 020 mg mL",0,10480,27023,1892,113019
"46","La Rioja","Pfizer BioNTech Comirnaty",0,30341,35359,10361,104405
"46","La Rioja","Pfizer Bivariante BA 4 5",0,0,0,0,571
"46","La Rioja","Pfizer Pediátrica",0,58,51,425,5735
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",0,140832,126481,56,537
"46","La Rioja","Sputnik Light",0,0,0,0,6
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",0,95127,70096,4327,30328
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",0,442186,432578,43462,290010
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",0,25676,475,0,0
"50","Mendoza","Cansino Ad5 nCoV",11543,0,1840,52,41946
