"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648418,4022404,832867,1121163
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251406,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90304,0,7732,1530,110358
"06","Buenos Aires","Moderna 010 mg mL",0,40385,16411,0,77926
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,425906,1262134,3185,4478533
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1372624,1449069,77612,5357823
"06","Buenos Aires","Pfizer Pediátrica",0,20371,10116,137539,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5954641,5265755,1662,11045
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315696,2693059,6256,856346
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728320,762938,204563,506794
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65722,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1672,44,51028
"02","CABA","Moderna 010 mg mL",0,12256,5287,0,45196
"02","CABA","Moderna ARNm 020 mg mL",0,36381,279682,1489,2059826
"02","CABA","Pfizer BioNTech Comirnaty",0,193282,219882,62878,1280252
"02","CABA","Pfizer Bivariante BA 4 5",0,0,0,0,7373
"02","CABA","Pfizer Pediátrica",0,2657,1964,1580,85921
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018898,967144,1665,5353
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896663,627483,231,14053
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86665,86584,18029,59377
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2582,0,1036,328,47922
"10","Catamarca","Moderna 010 mg mL",0,4878,2040,0,7070
"10","Catamarca","Moderna ARNm 020 mg mL",0,7718,24243,403,137069
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33565,30749,863,91140
"10","Catamarca","Pfizer Pediátrica",0,35,61,42,14192
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171285,157111,43,599
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96760,73674,1649,29011
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240449,220453,29269,92321
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15548,789,0,0
"22","Chaco","Cansino Ad5 nCoV",11296,0,821,212,21183
"22","Chaco","Moderna 010 mg mL",0,3564,1315,0,8873
"22","Chaco","Moderna ARNm 020 mg mL",0,31593,70014,1400,168630
"22","Chaco","Pfizer BioNTech Comirnaty",0,69106,58251,7795,159739
"22","Chaco","Pfizer Bivariante BA 4 5",0,0,0,0,105
"22","Chaco","Pfizer Pediátrica",0,795,319,248,3960
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,391954,312470,445,3440
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258317,181990,4471,54697
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132906,128767,20527,45892
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11934,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3584,0,365,52,5767
"26","Chubut","Moderna 010 mg mL",0,447,141,0,1457
"26","Chubut","Moderna ARNm 020 mg mL",0,21055,34064,1220,89484
"26","Chubut","Pfizer BioNTech Comirnaty",0,33422,40045,4516,145778
"26","Chubut","Pfizer Bivariante BA 4 5",0,0,0,0,21
"26","Chubut","Pfizer Pediátrica",0,469,212,28,2522
