"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648669,4022692,832866,1121873
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251418,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90334,0,7732,1632,110492
"06","Buenos Aires","Moderna 010 mg mL",0,52536,31870,0,183249
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426931,1263916,3185,4551755
"06","Buenos Aires","Moderna Bivariante BA 4 5",297,22,16,0,591227
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374358,1452522,77612,5408364
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,284878
"06","Buenos Aires","Pfizer Pediátrica",0,20675,10766,141505,2077
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5957635,5272116,1662,13079
"06","Buenos Aires","Sputnik Light",426,0,1081,0,7924
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315842,2693195,6256,859743
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728408,763059,204528,506997
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65740,198,0,0
"02","CABA","Cansino Ad5 nCoV",29925,0,1673,44,51058
"02","CABA","Moderna 010 mg mL",0,16552,9689,0,64371
"02","CABA","Moderna ARNm 020 mg mL",0,36703,280098,1488,2065769
"02","CABA","Moderna Bivariante BA 4 5",5509,1893,3124,0,262309
"02","CABA","Pfizer BioNTech Comirnaty",0,193600,220498,62863,1286579
"02","CABA","Pfizer Bivariante BA 4 5",0,0,2,0,254618
"02","CABA","Pfizer Pediátrica",0,2891,2057,1678,89478
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019524,968489,1664,5460
"02","CABA","Sputnik Light",175,0,233,0,78
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896685,627510,231,14085
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86677,86613,18029,59968
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4822,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2587,0,1050,328,48709
"10","Catamarca","Moderna 010 mg mL",0,5675,2900,0,13085
"10","Catamarca","Moderna ARNm 020 mg mL",0,7725,24273,403,141543
"10","Catamarca","Moderna Bivariante BA 4 5",219,433,353,0,19551
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33597,30819,863,97359
"10","Catamarca","Pfizer Bivariante BA 4 5",0,2,5,0,17458
"10","Catamarca","Pfizer Pediátrica",0,47,91,52,15656
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171539,157656,43,667
"10","Catamarca","Sputnik Light",5,0,3,0,294
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96760,73700,1649,29530
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240535,220676,29269,92677
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15556,791,0,0
"22","Chaco","Cansino Ad5 nCoV",11410,0,823,212,21369
"22","Chaco","Moderna 010 mg mL",0,4760,2479,0,17340
"22","Chaco","Moderna ARNm 020 mg mL",0,31725,70300,1400,174142
"22","Chaco","Moderna Bivariante BA 4 5",851,678,413,0,34468
"22","Chaco","Pfizer BioNTech Comirnaty",0,69536,58826,7795,163925
"22","Chaco","Pfizer Bivariante BA 4 5",0,11,28,0,21540
"22","Chaco","Pfizer Pediátrica",0,812,337,252,4204
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,393559,314793,445,3753
"22","Chaco","Sputnik Light",51,0,82,0,589
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258381,182132,4471,54836
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132925,128788,20527,45939
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11937,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3588,0,366,52,5776
"26","Chubut","Moderna 010 mg mL",0,707,516,0,3848
"26","Chubut","Moderna ARNm 020 mg mL",0,21142,34160,1220,89960
"26","Chubut","Moderna Bivariante BA 4 5",416,112,96,0,22881
"26","Chubut","Pfizer BioNTech Comirnaty",0,33500,40171,4516,147035
"26","Chubut","Pfizer Bivariante BA 4 5",0,1,6,0,15634
"26","Chubut","Pfizer Pediátrica",0,483,230,28,2715
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173447,142390,174,1028
"26","Chubut","Sputnik Light",51,0,46,0,106
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136836,100196,905,15191
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194331,186159,17688,161685
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19895,493,0,0
"18","Corrientes","Cansino Ad5 nCoV",11274,0,288,71,40838
"18","Corrientes","Moderna 010 mg mL",0,10877,4402,0,25262
"18","Corrientes","Moderna ARNm 020 mg mL",0,28290,63296,393,324166
"18","Corrientes","Moderna Bivariante BA 4 5",195,363,233,0,35771
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83467,81678,1794,275265
"18","Corrientes","Pfizer Bivariante BA 4 5",0,1,3,0,27341
"18","Corrientes","Pfizer Pediátrica",0,390,261,262,42855
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,430286,370666,66,2559
"18","Corrientes","Sputnik Light",0,0,0,0,11
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268530,195274,16,48890
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809359,825111,183917,658779
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44130,129,0,0
"14","Córdoba","Cansino Ad5 nCoV",38411,0,5735,33,11375
"14","Córdoba","Moderna 010 mg mL",0,8400,5070,0,59556
"14","Córdoba","Moderna ARNm 020 mg mL",0,50358,269015,37,927464
"14","Córdoba","Moderna Bivariante BA 4 5",1587,641,542,0,80619
"14","Córdoba","Pfizer BioNTech Comirnaty",0,284159,259058,16564,728123
"14","Córdoba","Pfizer Bivariante BA 4 5",0,2,0,0,61045
"14","Córdoba","Pfizer Pediátrica",0,1771,1110,179,24696
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1256916,1145066,512,9218
"14","Córdoba","Sputnik Light",37,0,8,0,17
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,940036,627739,4081,98750
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,292132,287618,72089,179483
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17390,375,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14042,0,502,14,5349
"30","Entre Ríos","Moderna 010 mg mL",0,2952,1537,0,12016
"30","Entre Ríos","Moderna ARNm 020 mg mL",0,24213,86773,215,289419
"30","Entre Ríos","Moderna Bivariante BA 4 5",329,158,100,0,9636
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,98138,86564,7672,258443
"30","Entre Ríos","Pfizer Bivariante BA 4 5",0,6,10,0,27245
"30","Entre Ríos","Pfizer Pediátrica",0,256,139,51,14671
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,484626,430998,303,1635
"30","Entre Ríos","Sputnik Light",16,0,46,0,802
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325215,233701,3780,87236
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129565,156275,231065,77298
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7392,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7298,0,3,13,4799
"34","Formosa","Moderna 010 mg mL",0,5290,2246,0,22148
"34","Formosa","Moderna ARNm 020 mg mL",0,40762,9698,155,175176
"34","Formosa","Moderna Bivariante BA 4 5",41,1688,1569,0,49704
"34","Formosa","Pfizer BioNTech Comirnaty",0,26595,56199,21470,86691
"34","Formosa","Pfizer Bivariante BA 4 5",0,28,26,0,30496
"34","Formosa","Pfizer Pediátrica",0,30,88,118,11474
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,235949,211598,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138037,89212,2986,10079
