"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648665,4022688,832866,1121866
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251418,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90334,0,7732,1632,110492
"06","Buenos Aires","Moderna 010 mg mL",0,52331,31656,0,181427
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426919,1263907,3185,4551254
"06","Buenos Aires","Moderna Bivariante BA 4 5",265,12,9,0,260339
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374317,1452448,77612,5407881
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,242104
"06","Buenos Aires","Pfizer Pediátrica",0,20650,10745,141169,2065
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5957406,5271833,1662,12841
"06","Buenos Aires","Sputnik Light",414,0,1044,0,7713
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315842,2693192,6256,859741
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,736300,770076,207354,508918
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,66124,198,0,0
"02","CABA","Cansino Ad5 nCoV",30220,0,1715,47,51829
"02","CABA","Moderna 010 mg mL",0,16782,9790,0,64576
"02","CABA","Moderna ARNm 020 mg mL",0,36975,282718,1705,2073717
"02","CABA","Moderna Bivariante BA 4 5",2147,1254,1369,0,113950
"02","CABA","Pfizer BioNTech Comirnaty",0,196256,223148,64802,1294011
"02","CABA","Pfizer Bivariante BA 4 5",0,0,2,0,231223
"02","CABA","Pfizer Pediátrica",0,2918,2064,1678,90055
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1031426,979328,1668,5488
"02","CABA","Sputnik Light",174,0,233,0,78
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,903455,632114,1712,16514
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86673,86610,18029,59963
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4822,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2587,0,1050,328,48700
"10","Catamarca","Moderna 010 mg mL",0,5659,2900,0,13073
"10","Catamarca","Moderna ARNm 020 mg mL",0,7725,24272,403,141480
"10","Catamarca","Moderna Bivariante BA 4 5",95,280,222,0,12533
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33597,30817,863,97348
"10","Catamarca","Pfizer Bivariante BA 4 5",0,1,5,0,15203
"10","Catamarca","Pfizer Pediátrica",0,47,91,52,15652
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171535,157646,43,667
"10","Catamarca","Sputnik Light",5,0,3,0,294
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96760,73695,1649,29528
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240529,220663,29269,92663
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15552,791,0,0
