"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648669,4022692,832866,1121871
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251418,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90334,0,7732,1632,110492
"06","Buenos Aires","Moderna 010 mg mL",0,52536,31870,0,183247
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426931,1263916,3185,4551741
"06","Buenos Aires","Moderna Bivariante BA 4 5",297,19,13,0,585446
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374358,1452522,77612,5408362
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,251581
"06","Buenos Aires","Pfizer Pediátrica",0,20675,10766,141505,2077
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5957634,5272115,1662,13079
"06","Buenos Aires","Sputnik Light",426,0,1081,0,7924
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315842,2693194,6256,859743
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728408,763058,204530,506997
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65740,198,0,0
"02","CABA","Cansino Ad5 nCoV",29925,0,1673,44,51058
"02","CABA","Moderna 010 mg mL",0,16552,9689,0,64370
"02","CABA","Moderna ARNm 020 mg mL",0,36700,280095,1488,2065761
"02","CABA","Moderna Bivariante BA 4 5",5507,1893,3122,0,262273
"02","CABA","Pfizer BioNTech Comirnaty",0,193600,220498,62863,1286578
"02","CABA","Pfizer Bivariante BA 4 5",0,0,2,0,236860
"02","CABA","Pfizer Pediátrica",0,2891,2057,1678,89478
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019525,968489,1664,5460
"02","CABA","Sputnik Light",175,0,233,0,78
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896686,627510,231,14085
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86677,86613,18029,59967
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4822,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2587,0,1050,328,48706
"10","Catamarca","Moderna 010 mg mL",0,5675,2900,0,13083
"10","Catamarca","Moderna ARNm 020 mg mL",0,7725,24272,403,141540
"10","Catamarca","Moderna Bivariante BA 4 5",217,431,349,0,19412
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33597,30819,863,97357
"10","Catamarca","Pfizer Bivariante BA 4 5",0,1,5,0,15804
"10","Catamarca","Pfizer Pediátrica",0,47,91,52,15655
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171539,157656,43,667
"10","Catamarca","Sputnik Light",5,0,3,0,294
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96761,73700,1649,29530
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240533,220671,29269,92675
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15556,791,0,0
"22","Chaco","Cansino Ad5 nCoV",11410,0,823,212,21369
"22","Chaco","Moderna 010 mg mL",0,4760,2477,0,17336
"22","Chaco","Moderna ARNm 020 mg mL",0,31723,70299,1400,174133
"22","Chaco","Moderna Bivariante BA 4 5",845,676,412,0,34261
"22","Chaco","Pfizer BioNTech Comirnaty",0,69536,58826,7795,163923
"22","Chaco","Pfizer Bivariante BA 4 5",0,9,26,0,19148
"22","Chaco","Pfizer Pediátrica",0,811,336,252,4204
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,393556,314790,445,3753
"22","Chaco","Sputnik Light",51,0,82,0,589
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258381,182131,4471,54835
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132925,128788,20527,45939
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11936,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3587,0,366,52,5776
"26","Chubut","Moderna 010 mg mL",0,707,516,0,3848
"26","Chubut","Moderna ARNm 020 mg mL",0,21142,34160,1220,89960
"26","Chubut","Moderna Bivariante BA 4 5",416,112,96,0,22851
"26","Chubut","Pfizer BioNTech Comirnaty",0,33500,40171,4516,147034
"26","Chubut","Pfizer Bivariante BA 4 5",0,1,5,0,12006
"26","Chubut","Pfizer Pediátrica",0,483,230,28,2715
