"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648440,4022428,832867,1121175
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251406,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90305,0,7732,1530,110362
"06","Buenos Aires","Moderna 010 mg mL",0,42756,19132,0,114939
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426008,1262395,3185,4497516
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1372962,1449895,77612,5385075
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,13989
"06","Buenos Aires","Pfizer Pediátrica",0,20418,10249,138741,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5954686,5265887,1662,11057
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315699,2693064,6256,856352
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728341,762960,204559,506831
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65724,197,0,0
"02","CABA","Cansino Ad5 nCoV",29923,0,1672,44,51029
"02","CABA","Moderna 010 mg mL",0,12934,5910,0,50270
"02","CABA","Moderna ARNm 020 mg mL",0,36406,279717,1489,2061350
"02","CABA","Pfizer BioNTech Comirnaty",0,193407,220099,62878,1282859
"02","CABA","Pfizer Bivariante BA 4 5",0,0,0,0,43362
"02","CABA","Pfizer Pediátrica",0,2710,1976,1595,86789
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018914,967261,1664,5366
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896668,627489,231,14059
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86666,86587,18029,59379
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2582,0,1036,328,47921
"10","Catamarca","Moderna 010 mg mL",0,4972,2148,0,7517
"10","Catamarca","Moderna ARNm 020 mg mL",0,7718,24247,403,137942
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33570,30757,863,92526
"10","Catamarca","Pfizer Bivariante BA 4 5",0,0,0,0,324
"10","Catamarca","Pfizer Pediátrica",0,38,63,45,14287
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171296,157133,43,604
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96759,73675,1649,29014
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240461,220478,29269,92343
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15549,789,0,0
"22","Chaco","Cansino Ad5 nCoV",11299,0,821,212,21192
"22","Chaco","Moderna 010 mg mL",0,3723,1474,0,10183
"22","Chaco","Moderna ARNm 020 mg mL",0,31604,70049,1400,169373
"22","Chaco","Pfizer BioNTech Comirnaty",0,69177,58347,7795,160851
"22","Chaco","Pfizer Bivariante BA 4 5",0,0,0,0,2164
"22","Chaco","Pfizer Pediátrica",0,797,321,248,3966
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,392038,312622,445,3456
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258326,182015,4471,54702
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132909,128770,20527,45904
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11934,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3583,0,366,52,5772
"26","Chubut","Moderna 010 mg mL",0,487,205,0,2176
"26","Chubut","Moderna ARNm 020 mg mL",0,21062,34075,1220,89657
"26","Chubut","Pfizer BioNTech Comirnaty",0,33446,40089,4516,146594
"26","Chubut","Pfizer Bivariante BA 4 5",0,0,0,0,1807
"26","Chubut","Pfizer Pediátrica",0,472,219,28,2557
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173315,142090,174,943
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136818,100181,905,15186
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194135,185990,17688,161265
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19893,493,0,0
"18","Corrientes","Cansino Ad5 nCoV",11268,0,288,71,40676
"18","Corrientes","Moderna 010 mg mL",0,9261,3102,0,17192
"18","Corrientes","Moderna ARNm 020 mg mL",0,28269,63223,393,316520
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83324,81360,1794,273283
"18","Corrientes","Pfizer Bivariante BA 4 5",0,0,0,0,3213
"18","Corrientes","Pfizer Pediátrica",0,335,241,262,41335
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,428946,369586,66,2510
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268509,194838,16,48858
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809338,825054,183935,658702
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44128,129,0,0
"14","Córdoba","Cansino Ad5 nCoV",38374,0,5737,33,11368
"14","Córdoba","Moderna 010 mg mL",0,6667,2944,0,38864
"14","Córdoba","Moderna ARNm 020 mg mL",0,50203,268836,37,925833
"14","Córdoba","Pfizer BioNTech Comirnaty",0,283709,258319,16565,722517
"14","Córdoba","Pfizer Bivariante BA 4 5",0,0,0,0,5296
"14","Córdoba","Pfizer Pediátrica",0,1748,1082,178,23832
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1255810,1142830,513,8985
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,940040,627727,4079,98748
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,292109,287571,72090,179320
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17389,375,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14039,0,501,14,5340
"30","Entre Ríos","Moderna 010 mg mL",0,2450,986,0,6915
"30","Entre Ríos","Moderna ARNm 020 mg mL",0,24175,86715,217,286475
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,98067,86407,7714,256630
"30","Entre Ríos","Pfizer Bivariante BA 4 5",0,0,0,0,1
"30","Entre Ríos","Pfizer Pediátrica",0,246,132,51,14581
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,484320,430432,304,1563
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325191,233652,3780,87206
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129565,156257,231065,77212
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7392,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7296,0,3,13,4794
"34","Formosa","Moderna 010 mg mL",0,4062,1239,0,12322
"34","Formosa","Moderna ARNm 020 mg mL",0,40755,9690,155,174963
"34","Formosa","Pfizer BioNTech Comirnaty",0,26570,56173,21470,85989
"34","Formosa","Pfizer Bivariante BA 4 5",0,0,0,0,124
"34","Formosa","Pfizer Pediátrica",0,30,88,116,11468
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,235646,211088,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138031,89208,2986,10073
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165452,159487,31957,52756
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14044,295,0,0
"38","Jujuy","Cansino Ad5 nCoV",1725,0,1688,36,32542
"38","Jujuy","Moderna 010 mg mL",0,2971,1168,0,8559
"38","Jujuy","Moderna ARNm 020 mg mL",0,26953,43164,1542,200647
"38","Jujuy","Pfizer BioNTech Comirnaty",0,58110,72177,14713,159167
"38","Jujuy","Pfizer Bivariante BA 4 5",0,0,0,0,8483
"38","Jujuy","Pfizer Pediátrica",0,2571,912,178,14221
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,279229,219948,439,1469
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154357,125516,12803,38897
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69657,76778,37248,46108
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4601,0,0,0
