"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648632,4022655,832866,1121842
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251417,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90329,0,7732,1632,110487
"06","Buenos Aires","Moderna 010 mg mL",0,48502,26498,0,157309
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426804,1263728,3185,4544947
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,6232
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374125,1452079,77612,5404750
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,169156
"06","Buenos Aires","Pfizer Pediátrica",0,20633,10697,141111,1726
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5956090,5269068,1662,12132
"06","Buenos Aires","Sputnik Light",146,0,326,0,1327
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315830,2693176,6256,859722
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728377,763026,204551,506920
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65728,197,0,0
"02","CABA","Cansino Ad5 nCoV",29925,0,1673,44,51047
"02","CABA","Moderna 010 mg mL",0,14979,7955,0,60540
"02","CABA","Moderna ARNm 020 mg mL",0,36568,279920,1489,2063873
"02","CABA","Moderna Bivariante BA 4 5",0,0,0,0,459
"02","CABA","Pfizer BioNTech Comirnaty",0,193582,220444,62873,1286028
"02","CABA","Pfizer Bivariante BA 4 5",0,0,1,0,129902
"02","CABA","Pfizer Pediátrica",0,2883,2039,1664,89046
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019212,967880,1664,5413
"02","CABA","Sputnik Light",58,0,117,0,36
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896671,627498,231,14076
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86668,86598,18029,59876
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2583,0,1042,328,48435
"10","Catamarca","Moderna 010 mg mL",0,5440,2625,0,12109
"10","Catamarca","Moderna ARNm 020 mg mL",0,7721,24261,403,139336
"10","Catamarca","Moderna Bivariante BA 4 5",0,57,12,0,1454
