"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648673,4022695,832866,1121875
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251416,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90334,0,7732,1632,110495
"06","Buenos Aires","Moderna 010 mg mL",0,52542,31879,0,183282
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426932,1263918,3185,4551790
"06","Buenos Aires","Moderna Bivariante BA 4 5",298,22,16,0,601600
"06","Buenos Aires","Moderna Monovalente XBB 1 5",22960,436,91,0,1085
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374364,1452532,77612,5408373
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,2,0,0,459264
"06","Buenos Aires","Pfizer Monovalente XBB 1 5",18041,409,808,0,533
"06","Buenos Aires","Pfizer Pediátrica",0,20675,10766,141505,2079
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5957638,5272121,1662,13080
"06","Buenos Aires","Sputnik Light",426,0,1081,0,7925
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315843,2693196,6256,859744
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728435,763081,204528,507035
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65740,198,0,0
"02","CABA","Cansino Ad5 nCoV",29929,0,1673,44,51065
"02","CABA","Moderna 010 mg mL",0,16555,9693,0,64377
"02","CABA","Moderna ARNm 020 mg mL",0,36709,280102,1488,2065943
"02","CABA","Moderna Bivariante BA 4 5",5520,1896,3127,0,262708
"02","CABA","Moderna Monovalente JN1",3,3,6,0,96
"02","CABA","Moderna Monovalente XBB 1 5",53,2181,1692,0,38918
"02","CABA","Pfizer BioNTech Comirnaty",0,193605,220507,62863,1286644
"02","CABA","Pfizer Bivariante BA 4 5",0,10,3,0,354036
"02","CABA","Pfizer Monovalente XBB 1 5",821,110,248,0,46348
"02","CABA","Pfizer Pediátrica",0,2892,2058,1678,89478
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019535,968507,1664,5462
"02","CABA","Sputnik Light",175,0,234,0,78
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896705,627553,231,14087
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86680,86621,18029,59974
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4822,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2588,0,1050,328,48719
"10","Catamarca","Moderna 010 mg mL",0,5675,2905,0,13107
"10","Catamarca","Moderna ARNm 020 mg mL",0,7726,24275,403,141597
"10","Catamarca","Moderna Bivariante BA 4 5",219,434,355,0,19628
"10","Catamarca","Moderna Monovalente JN1",2,2,4,0,141
"10","Catamarca","Moderna Monovalente XBB 1 5",82,169,110,0,2453
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33601,30822,863,97372
"10","Catamarca","Pfizer Bivariante BA 4 5",0,3,5,0,23375
"10","Catamarca","Pfizer Monovalente XBB 1 5",98,4,1,0,2216
"10","Catamarca","Pfizer Pediátrica",0,47,91,57,15665
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171562,157685,43,667
"10","Catamarca","Sputnik Light",5,0,3,0,295
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96761,73704,1649,29530
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240542,220687,29269,92692
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15556,791,0,0
"22","Chaco","Cansino Ad5 nCoV",11412,0,823,212,21394
"22","Chaco","Moderna 010 mg mL",0,4763,2488,0,17376
"22","Chaco","Moderna ARNm 020 mg mL",0,31729,70309,1400,174204
"22","Chaco","Moderna Bivariante BA 4 5",865,687,418,0,35036
"22","Chaco","Moderna Monovalente JN1",19,3,3,0,277
"22","Chaco","Moderna Monovalente XBB 1 5",127,167,109,0,1983
"22","Chaco","Pfizer BioNTech Comirnaty",0,69547,58840,7795,163945
"22","Chaco","Pfizer Bivariante BA 4 5",0,15,42,0,33742
"22","Chaco","Pfizer Monovalente XBB 1 5",264,17,17,0,5240
"22","Chaco","Pfizer Pediátrica",0,812,337,252,4207
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,393608,314867,445,3755
"22","Chaco","Sputnik Light",51,0,82,0,591
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258390,182149,4471,54840
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132927,128791,20527,45949
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11936,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3588,0,366,52,5776
"26","Chubut","Moderna 010 mg mL",0,708,517,0,3850
"26","Chubut","Moderna ARNm 020 mg mL",0,21142,34161,1220,89961
"26","Chubut","Moderna Bivariante BA 4 5",416,118,102,0,22906
"26","Chubut","Moderna Monovalente JN1",15,4,0,0,371
"26","Chubut","Moderna Monovalente XBB 1 5",93,24,10,0,2708
"26","Chubut","Pfizer BioNTech Comirnaty",0,33500,40173,4516,147052
"26","Chubut","Pfizer Bivariante BA 4 5",0,3,6,0,23474
"26","Chubut","Pfizer Monovalente XBB 1 5",66,1,1,0,2878
"26","Chubut","Pfizer Pediátrica",0,483,230,28,2715
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173447,142394,174,1028
"26","Chubut","Sputnik Light",51,0,46,0,106
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136838,100198,905,15191
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194336,186171,17688,161688
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19896,494,0,0
"18","Corrientes","Cansino Ad5 nCoV",11275,0,288,71,40841
"18","Corrientes","Moderna 010 mg mL",0,10879,4404,0,25268
"18","Corrientes","Moderna ARNm 020 mg mL",0,28291,63301,393,324183
"18","Corrientes","Moderna Bivariante BA 4 5",202,364,236,0,36125
"18","Corrientes","Moderna Monovalente JN1",9,2,2,0,617
"18","Corrientes","Moderna Monovalente XBB 1 5",62,268,154,0,3055
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83474,81694,1794,275288
"18","Corrientes","Pfizer Bivariante BA 4 5",0,1,6,0,35844
"18","Corrientes","Pfizer Monovalente XBB 1 5",138,6,9,0,6185
"18","Corrientes","Pfizer Pediátrica",0,390,262,262,42856
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,430329,370790,66,2560
"18","Corrientes","Sputnik Light",0,0,0,0,11
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268532,195276,16,48895
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809363,825129,183917,658865
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44130,129,0,0
"14","Córdoba","Cansino Ad5 nCoV",38411,0,5735,33,11375
"14","Córdoba","Moderna 010 mg mL",0,8400,5070,0,59554
"14","Córdoba","Moderna ARNm 020 mg mL",0,50357,269020,37,927633
"14","Córdoba","Moderna Bivariante BA 4 5",1592,653,547,0,81573
"14","Córdoba","Moderna Monovalente XBB 1 5",287,364,203,0,1758
"14","Córdoba","Pfizer BioNTech Comirnaty",0,284160,259059,16564,728162
"14","Córdoba","Pfizer Bivariante BA 4 5",0,14,0,0,91932
"14","Córdoba","Pfizer Monovalente XBB 1 5",1994,28,29,0,11821
"14","Córdoba","Pfizer Pediátrica",0,1771,1110,179,24703
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1256915,1145074,512,9218
"14","Córdoba","Sputnik Light",37,0,8,0,17
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,940038,627742,4081,98751
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,292135,287631,72089,179500
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17390,375,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14042,0,502,14,5349
"30","Entre Ríos","Moderna 010 mg mL",0,2954,1539,0,12017
"30","Entre Ríos","Moderna ARNm 020 mg mL",0,24218,86780,215,289432
"30","Entre Ríos","Moderna Bivariante BA 4 5",332,158,101,0,9769
"30","Entre Ríos","Moderna Monovalente JN1",7,1,0,0,152
"30","Entre Ríos","Moderna Monovalente XBB 1 5",76,18,17,0,1212
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,98149,86581,7672,258467
"30","Entre Ríos","Pfizer Bivariante BA 4 5",0,6,20,0,34047
"30","Entre Ríos","Pfizer Monovalente XBB 1 5",96,5,5,0,2126
"30","Entre Ríos","Pfizer Pediátrica",0,256,139,51,14672
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,484640,431023,303,1638
"30","Entre Ríos","Sputnik Light",16,0,46,0,802
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325219,233712,3780,87240
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129565,156276,231065,77303
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7392,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7298,0,3,13,4799
"34","Formosa","Moderna 010 mg mL",0,5291,2247,0,22151
"34","Formosa","Moderna ARNm 020 mg mL",0,40762,9699,155,175177
"34","Formosa","Moderna Bivariante BA 4 5",41,1695,1577,0,49783
"34","Formosa","Moderna Monovalente JN1",10,5,2,0,125
"34","Formosa","Moderna Monovalente XBB 1 5",191,524,319,0,8768
"34","Formosa","Pfizer BioNTech Comirnaty",0,26597,56203,21470,86696
"34","Formosa","Pfizer Bivariante BA 4 5",0,508,289,0,46805
"34","Formosa","Pfizer Monovalente XBB 1 5",387,104,107,0,13639
"34","Formosa","Pfizer Pediátrica",0,30,88,118,11474
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,235956,211601,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138039,89214,2986,10080
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165499,159622,31956,52896
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14040,296,0,0
"38","Jujuy","Cansino Ad5 nCoV",1730,0,1691,36,32622
"38","Jujuy","Moderna 010 mg mL",0,3332,1710,0,14122
"38","Jujuy","Moderna ARNm 020 mg mL",0,26984,43232,1542,201523
"38","Jujuy","Moderna Bivariante BA 4 5",2429,496,377,0,57773
"38","Jujuy","Moderna Monovalente JN1",14,3,15,0,826
"38","Jujuy","Moderna Monovalente XBB 1 5",201,54,71,0,2860
"38","Jujuy","Pfizer BioNTech Comirnaty",0,58168,72336,14713,159842
"38","Jujuy","Pfizer Bivariante BA 4 5",0,37,68,0,49347
"38","Jujuy","Pfizer Monovalente XBB 1 5",317,16,17,0,7898
"38","Jujuy","Pfizer Pediátrica",0,2586,963,184,14902
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,279908,221135,439,1667
"38","Jujuy","Sputnik Light",31,0,157,0,1212
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154378,125538,12803,38932
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69666,76784,37248,46117
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4602,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2908,0,0,0,3251
"42","La Pampa","Moderna 010 mg mL",0,716,369,0,3244
"42","La Pampa","Moderna ARNm 020 mg mL",0,6374,26207,0,126033
"42","La Pampa","Moderna Bivariante BA 4 5",99,59,31,0,6690
"42","La Pampa","Moderna Monovalente JN1",24,2,0,0,143
"42","La Pampa","Moderna Monovalente XBB 1 5",203,33,13,0,1152
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27757,27447,4685,142695
"42","La Pampa","Pfizer Bivariante BA 4 5",0,0,1,0,16476
"42","La Pampa","Pfizer Monovalente XBB 1 5",61,2,2,0,923
"42","La Pampa","Pfizer Pediátrica",0,199,113,0,5916
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,136158,131068,0,10
"42","La Pampa","Sputnik Light",14,0,0,0,202
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",0,89681,62256,330,20221
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",0,78786,79607,21299,30548
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",0,7271,126,0,0
"46","La Rioja","Cansino Ad5 nCoV",3154,0,52,0,4428
"46","La Rioja","Moderna 010 mg mL",0,1578,735,0,6588
"46","La Rioja","Moderna ARNm 020 mg mL",0,10484,27032,1892,113477
"46","La Rioja","Moderna Bivariante BA 4 5",1068,229,106,0,19880
"46","La Rioja","Moderna Monovalente JN1",2,0,0,0,2
"46","La Rioja","Moderna Monovalente XBB 1 5",97,90,21,0,1111
