"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648655,4022679,832866,1121862
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251417,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90330,0,7732,1632,110491
"06","Buenos Aires","Moderna 010 mg mL",0,50293,28958,0,165643
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426892,1263856,3185,4549420
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,67494
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374234,1452329,77612,5407025
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,222972
"06","Buenos Aires","Pfizer Pediátrica",0,20644,10738,141162,2053
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5957026,5271063,1662,12602
"06","Buenos Aires","Sputnik Light",364,0,938,0,6676
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315836,2693181,6256,859739
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728398,763039,204550,506941
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65728,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51051
"02","CABA","Moderna 010 mg mL",0,15716,8896,0,61473
"02","CABA","Moderna ARNm 020 mg mL",0,36672,280038,1489,2064385
"02","CABA","Moderna Bivariante BA 4 5",0,0,1,0,2608
"02","CABA","Pfizer BioNTech Comirnaty",0,193590,220457,62872,1286153
"02","CABA","Pfizer Bivariante BA 4 5",0,0,2,0,179605
"02","CABA","Pfizer Pediátrica",0,2890,2055,1677,89336
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019430,968279,1664,5448
"02","CABA","Sputnik Light",166,0,229,0,76
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896674,627501,231,14079
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86670,86598,18029,59924
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4822,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2587,0,1048,328,48667
"10","Catamarca","Moderna 010 mg mL",0,5567,2823,0,12808
"10","Catamarca","Moderna ARNm 020 mg mL",0,7724,24267,403,141102
"10","Catamarca","Moderna Bivariante BA 4 5",0,57,12,0,4124
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33582,30810,863,97251
"10","Catamarca","Pfizer Bivariante BA 4 5",0,0,3,0,10985
"10","Catamarca","Pfizer Pediátrica",0,46,90,52,15529
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171507,157574,43,650
"10","Catamarca","Sputnik Light",3,0,2,0,290
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96759,73686,1649,29511
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240519,220618,29269,92628
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15550,789,0,0
"22","Chaco","Cansino Ad5 nCoV",11406,0,821,212,21324
"22","Chaco","Moderna 010 mg mL",0,4719,2444,0,17042
"22","Chaco","Moderna ARNm 020 mg mL",0,31717,70273,1400,173553
"22","Chaco","Moderna Bivariante BA 4 5",0,0,3,0,4318
"22","Chaco","Pfizer BioNTech Comirnaty",0,69470,58729,7795,163653
"22","Chaco","Pfizer Bivariante BA 4 5",0,6,17,0,17239
"22","Chaco","Pfizer Pediátrica",0,808,333,251,4192
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,393034,314357,445,3702
"22","Chaco","Sputnik Light",48,0,80,0,539
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258369,182110,4471,54823
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132917,128778,20527,45930
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11936,662,0,0
"26","Chubut","Cansino Ad5 nCoV",3585,0,366,52,5772
"26","Chubut","Moderna 010 mg mL",0,679,468,0,3710
"26","Chubut","Moderna ARNm 020 mg mL",0,21135,34145,1220,89931
"26","Chubut","Moderna Bivariante BA 4 5",0,0,4,0,6191
"26","Chubut","Pfizer BioNTech Comirnaty",0,33471,40124,4516,146950
"26","Chubut","Pfizer Bivariante BA 4 5",0,1,4,0,11462
"26","Chubut","Pfizer Pediátrica",0,483,230,28,2709
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173435,142354,174,1020
"26","Chubut","Sputnik Light",50,0,46,0,106
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136832,100194,905,15189
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194297,186075,17688,161439
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19894,493,0,0
"18","Corrientes","Cansino Ad5 nCoV",11273,0,288,71,40835
"18","Corrientes","Moderna 010 mg mL",0,10806,4331,0,25049
"18","Corrientes","Moderna ARNm 020 mg mL",0,28288,63286,393,324117
"18","Corrientes","Moderna Bivariante BA 4 5",0,0,1,0,5517
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83417,81617,1794,275058
"18","Corrientes","Pfizer Bivariante BA 4 5",0,1,1,0,21728
"18","Corrientes","Pfizer Pediátrica",0,389,258,262,42831
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,429964,370590,66,2549
"18","Corrientes","Sputnik Light",0,0,0,0,11
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268528,195265,16,48888
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809360,825104,183918,658767
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44130,129,0,0
"14","Córdoba","Cansino Ad5 nCoV",38410,0,5735,33,11375
"14","Córdoba","Moderna 010 mg mL",0,8145,4831,0,58257
"14","Córdoba","Moderna ARNm 020 mg mL",0,50359,269014,37,927592
"14","Córdoba","Moderna Bivariante BA 4 5",0,0,0,0,6859
"14","Córdoba","Pfizer BioNTech Comirnaty",0,284107,258997,16564,727467
"14","Córdoba","Pfizer Bivariante BA 4 5",0,0,0,0,50233
"14","Córdoba","Pfizer Pediátrica",0,1771,1108,179,24682
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1256853,1144953,512,9210
"14","Córdoba","Sputnik Light",37,0,8,0,17
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,940038,627739,4081,98751
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,292127,287609,72090,179389
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17390,375,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14040,0,502,14,5347
"30","Entre Ríos","Moderna 010 mg mL",0,2865,1452,0,11236
"30","Entre Ríos","Moderna ARNm 020 mg mL",0,24212,86769,215,289263
"30","Entre Ríos","Moderna Bivariante BA 4 5",0,0,0,0,12
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,98127,86533,7672,257931
"30","Entre Ríos","Pfizer Bivariante BA 4 5",0,3,6,0,11987
"30","Entre Ríos","Pfizer Pediátrica",0,256,139,51,14669
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,484576,430914,303,1611
"30","Entre Ríos","Sputnik Light",16,0,40,0,748
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325204,233678,3780,87226
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129566,156271,231065,77272
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7392,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7298,0,3,13,4796
"34","Formosa","Moderna 010 mg mL",0,4835,1860,0,19426
"34","Formosa","Moderna ARNm 020 mg mL",0,40757,9697,155,175112
"34","Formosa","Moderna Bivariante BA 4 5",0,0,0,0,5105
"34","Formosa","Pfizer BioNTech Comirnaty",0,26584,56187,21470,86625
"34","Formosa","Pfizer Bivariante BA 4 5",0,0,0,0,12005
"34","Formosa","Pfizer Pediátrica",0,30,88,117,11473
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,235901,211515,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138035,89211,2986,10078
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165475,159562,31956,52851
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14039,295,0,0
"38","Jujuy","Cansino Ad5 nCoV",1729,0,1690,36,32599
"38","Jujuy","Moderna 010 mg mL",0,3320,1688,0,14043
"38","Jujuy","Moderna ARNm 020 mg mL",0,26967,43212,1542,201270
"38","Jujuy","Moderna Bivariante BA 4 5",0,2,4,0,11322
"38","Jujuy","Pfizer BioNTech Comirnaty",0,58150,72299,14713,159632
"38","Jujuy","Pfizer Bivariante BA 4 5",0,7,13,0,28049
"38","Jujuy","Pfizer Pediátrica",0,2585,962,183,14878
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,279750,220894,439,1563
"38","Jujuy","Sputnik Light",26,0,147,0,1088
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154369,125530,12803,38926
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69664,76783,37248,46116
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4602,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2907,0,0,0,3251
"42","La Pampa","Moderna 010 mg mL",0,678,343,0,3097
"42","La Pampa","Moderna ARNm 020 mg mL",0,6372,26206,0,126009
"42","La Pampa","Moderna Bivariante BA 4 5",0,0,0,0,1205
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27758,27445,4685,142652
"42","La Pampa","Pfizer Bivariante BA 4 5",0,0,1,0,6306
"42","La Pampa","Pfizer Pediátrica",0,199,113,0,5916
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,136147,131056,0,10
"42","La Pampa","Sputnik Light",13,0,0,0,202
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",0,89678,62255,330,20220
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",0,78780,79594,21299,30537
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",0,7272,126,0,0
"46","La Rioja","Cansino Ad5 nCoV",3153,0,52,0,4426
"46","La Rioja","Moderna 010 mg mL",0,1539,703,0,5864
"46","La Rioja","Moderna ARNm 020 mg mL",0,10482,27028,1892,113253
"46","La Rioja","Moderna Bivariante BA 4 5",0,0,0,0,249
"46","La Rioja","Pfizer BioNTech Comirnaty",0,30349,35372,10361,104940
"46","La Rioja","Pfizer Bivariante BA 4 5",0,0,1,0,7266
"46","La Rioja","Pfizer Pediátrica",0,60,52,427,5841
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",0,140913,126574,56,571
"46","La Rioja","Sputnik Light",11,0,9,0,890
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",0,95131,70103,4327,30355
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",0,442241,432674,43462,290172
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",0,25681,476,0,0
"50","Mendoza","Cansino Ad5 nCoV",11543,0,1840,52,41974
"50","Mendoza","Moderna 010 mg mL",0,11898,6796,0,33605
"50","Mendoza","Moderna ARNm 020 mg mL",0,31994,146553,185,392484
"50","Mendoza","Moderna Bivariante BA 4 5",0,8,17,0,16023
"50","Mendoza","Pfizer BioNTech Comirnaty",0,152842,155730,6846,415519
"50","Mendoza","Pfizer Bivariante BA 4 5",0,4,29,0,41074
"50","Mendoza","Pfizer Pediátrica",0,4222,1184,54,22324
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",0,615585,529452,296,2349
"50","Mendoza","Sputnik Light",118,0,215,0,1254
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",0,473596,301219,3161,119912
"54","Misiones","AstraZeneca ChAdOx1 S recombinante",0,228271,242206,87975,63125
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",0,16881,821,0,0
"54","Misiones","Cansino Ad5 nCoV",7624,0,98,49,756
"54","Misiones","Moderna 010 mg mL",0,2207,880,0,3511
