"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648650,4022676,832866,1121855
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251417,383,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90330,0,7732,1632,110488
"06","Buenos Aires","Moderna 010 mg mL",0,49329,27705,0,161588
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,426853,1263793,3185,4546642
"06","Buenos Aires","Moderna Bivariante BA 4 5",0,0,0,0,35170
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1374198,1452250,77612,5405966
"06","Buenos Aires","Pfizer Bivariante BA 4 5",0,0,0,0,200387
"06","Buenos Aires","Pfizer Pediátrica",0,20642,10724,141151,1963
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5956596,5270110,1662,12372
"06","Buenos Aires","Sputnik Light",253,0,632,0,3799
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315831,2693180,6256,859732
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728388,763032,204550,506931
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65727,197,0,0
"02","CABA","Cansino Ad5 nCoV",29924,0,1673,44,51050
"02","CABA","Moderna 010 mg mL",0,15291,8392,0,60938
"02","CABA","Moderna ARNm 020 mg mL",0,36642,279999,1489,2064199
"02","CABA","Moderna Bivariante BA 4 5",0,0,1,0,1386
"02","CABA","Pfizer BioNTech Comirnaty",0,193583,220448,62872,1286087
"02","CABA","Pfizer Bivariante BA 4 5",0,0,2,0,161169
"02","CABA","Pfizer Pediátrica",0,2886,2052,1671,89219
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1019345,968100,1664,5427
"02","CABA","Sputnik Light",118,0,203,0,63
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896672,627499,231,14079
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86669,86599,18029,59904
